"workerid","proliferate.condition.x","CC","list","list_firstSocCond","orientation","response","rt","slide_number_in_experiment","socialCondition","topic","trigger_class","whichSocConditionFirst","error.x","proliferate.condition.y","about","accent","age","american","comments","education","gender","income","language","otherParty","party","politics","race_otherRaceText","race_white","state","whichAccent","error.y","trial"
3628,"default","medicaid is underfunded","list1","list1-R","liberal",0.49,6158,11,"R","medicaid","C","R",NA,"default","How polarized our country currently is in regards to social/economic issues. I think this survey is trying to create a correlation between party affiliations and attitudes towards certain issues.","Yes",24,"Yes","I think this survey is continuing to show that there is a divide in the nation, but labeling people as leaning more towards the left or right is not going to solve anything. Issues should be handled on their merits, not by what one party thinks is right as opposed to another.",4,"Female",3,"english, armenian",NA,"Rep",0.65,"armenian",NA,"CA","armenian",NA,8
3693,"default","medicaid is underfunded","list1","list1-D","liberal",0.84,3139,20,"D","medicaid","C","D",NA,"default","Comparing individual beliefs with perceptions about others","No",23,"Yes","Best of luck with your research!",3,"Male",2,"English",NA,"Dem",0.13,NA,"white","VA",NA,NA,17
3694,"default","medicaid is underfunded","list1","list1-D","liberal",0.72,17710,21,"D","medicaid","C","D",NA,"default","Do people think political views are more polarized or extreme depending on their own political leanings?","No",27,"Yes",NA,3,"Female",2,"English",NA,"Dem",0.13,NA,"white","MO",NA,NA,18
3620,"default","the military is underfunded","list1","list1-D","conservative",0.75,7898,12,"D","military","C","D",NA,"default","Stereotypes surrounding Democrat and Republican beliefs.","No",40,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.52,NA,"white","KS",NA,NA,9
3591,"default","the military is underfunded","list1","list1-D","conservative",0.06,5272,11,"D","military","C","D",NA,"default","Political Beliefs","No",27,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.65,NA,"white","SC","N/A",NA,8
3595,"default","the military is underfunded","list1","list1-R","conservative",0.7,5238,22,"R","military","C","R",NA,"default","Perceptions of the 'opposing' party beliefs","Yes",33,"Yes",NA,4,"Female",5,"English",NA,"Dem",0.13,"Jewish","white","FL","Lower midlands/appalacian",NA,19
3596,"default","the military is underfunded","list1","list1-D","conservative",0.29,5599,17,"D","military","C","D",NA,"default","if your accent reflects your political views","No",19,"Yes",NA,1,"Female",1,"English",NA,"Dem",0.31,NA,"white","NC","Southern",NA,14
3605,"default","the military is underfunded","list1","list1-R","conservative",0.12,4048,25,"R","military","C","R",NA,"default","I have no idea","No",40,"Yes",NA,2,"Male",0,"English",NA,"Dem",0,NA,"white","NC",NA,NA,22
3609,"default","the military is underfunded","list1","list1-D","conservative",0.02,4689,20,"D","military","C","D",NA,"default","Stereotypes of party views","No",29,"Yes",NA,4,"Female",3,"English",NA,"Dem",0.11,NA,"white","AK",NA,NA,17
3612,"default","the military is underfunded","list1","list1-R","conservative",0.96,3641,9,"R","military","C","R",NA,"default","Different views of the political parties","Yes",20,"Yes",NA,2,"Female",0,"English",NA,"Rep",0.8,NA,"white","KS","Midwestern",NA,6
3615,"default","the military is underfunded","list1","list1-R","conservative",0.83,6093,4,"R","military","C","R",NA,"default","alignment with established political mindsets","No",37,"Yes",NA,4,"Female",6,"English",NA,"Dem",0.27,NA,"white","MA",NA,NA,1
3621,"default","the military is underfunded","list1","list1-R","conservative",0.65,6254,10,"R","military","C","R",NA,"default","Perceptions of beliefs and values of members of political parties.","No",32,"Yes",NA,3,"Male",5,"English",NA,"Lib",0.63,NA,"white","CA",NA,NA,7
3622,"default","the military is underfunded","list1","list1-D","conservative",0.34,5546,23,"D","military","C","D",NA,"default","The typical views of Republicans and Democrats. Both are garbage","No",42,"Yes",NA,2,"Male",1,"English","Dem Socialist/Socialist","Other",0,NA,"white","AZ","None",NA,20
3623,"default","the military is underfunded","list1","list1-D","conservative",0.04,5889,5,"D","military","C","D",NA,"default","I believe it is to see how people from certain political parties view the democratic and republican parties.","Yes",19,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","MS","Southern/Country",NA,2
3624,"default","the military is underfunded","list1","list1-D","conservative",0.22,4612,6,"D","military","C","D",NA,"default","How likely I believe a certain political party is to believe in a given policy.","No",42,"Yes","no thank you",3,"Male",5,"english",NA,"Dem",0.36,NA,"white","MN",NA,NA,3
3625,"default","the military is underfunded","list1","list1-R","conservative",0.99,4774,11,"R","military","C","R",NA,"default","politics","Yes",22,"Yes","n/a",2,"Male",3,"English",NA,"Rep",0.69,NA,"white","WI","midwestern",NA,8
3626,"default","the military is underfunded","list1","list1-R","conservative",0.32,2947,12,"R","military","C","R",NA,"default","democrats and republicans","No",25,"Yes",NA,1,"Female",2,"english",NA,"Lib",0.18,NA,"white",NA,NA,NA,9
3627,"default","the military is underfunded","list1","list1-R","conservative",0.98,4736,4,"R","military","C","R",NA,"default","Seeing what we believe about others based on our personal beliefs","No",24,"Yes",NA,3,"Female",4,"English",NA,"Dem",0.32,NA,"white","OR",NA,NA,1
3628,"default","the military is underfunded","list1","list1-R","conservative",0.49,5463,16,"R","military","C","R",NA,"default","How polarized our country currently is in regards to social/economic issues. I think this survey is trying to create a correlation between party affiliations and attitudes towards certain issues.","Yes",24,"Yes","I think this survey is continuing to show that there is a divide in the nation, but labeling people as leaning more towards the left or right is not going to solve anything. Issues should be handled on their merits, not by what one party thinks is right as opposed to another.",4,"Female",3,"english, armenian",NA,"Rep",0.65,"armenian",NA,"CA","armenian",NA,13
3693,"default","the military is underfunded","list1","list1-D","conservative",0.14,2713,21,"D","military","C","D",NA,"default","Comparing individual beliefs with perceptions about others","No",23,"Yes","Best of luck with your research!",3,"Male",2,"English",NA,"Dem",0.13,NA,"white","VA",NA,NA,18
3694,"default","the military is underfunded","list1","list1-D","conservative",0.27,6962,8,"D","military","C","D",NA,"default","Do people think political views are more polarized or extreme depending on their own political leanings?","No",27,"Yes",NA,3,"Female",2,"English",NA,"Dem",0.13,NA,"white","MO",NA,NA,5
3592,"default","the military is overfunded","list2","list2-D","liberal",0.87,2965,22,"D","military","C","D",NA,"default","Not sure","Yes",32,"Yes",NA,3,"Male",4,"English","Independent",NA,0.69,NA,"white","AR","Midwest",NA,19
3598,"default","the military is overfunded","list2","list2-D","liberal",0.84,3488,25,"D","military","C","D",NA,"default","Political views","No",24,"Yes",NA,2,"Female",0,"English",NA,"Lib",0.31,NA,"white","CO",NA,NA,22
3614,"default","the military is overfunded","list2","list2-R","liberal",0.36,9629,17,"R","military","C","R",NA,"default","Political views","No",30,"Yes","None",4,"Male",3,"English",NA,"Dem",0.3,NA,NA,"CA","N/a",NA,14
3586,"default","the military is overfunded","list2","list2-D","liberal",0.85,4485,14,"D","military","C","D",NA,"default","To gauge people's opinion of how strongly Republicans and Democrats feel about certain issues.","No",44,"Yes","Thank you for an enjoyable survey.",2,"Male",3,"English",NA,"Lib",0.53,NA,"white","IN",NA,NA,11
3587,"default","the military is overfunded","list2","list2-D","liberal",0.79,5268,12,"D","military","C","D",NA,"default","Don't know","Yes",32,"Yes","No comment",3,"Female",4,"English",NA,"Dem",0.1,NA,"white","WI","Minnesotan",NA,9
3589,"default","the military is overfunded","list2","list2-R","liberal",0.09,5133,9,"R","military","C","R",NA,"default","How others perceive the believes of political parties","No",35,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.37,NA,"white","PA",NA,NA,6
3590,"default","the military is overfunded","list2","list2-D","liberal",0.89,4663,17,"D","military","C","D",NA,"default","Not sure. Maybe assessing accuracy of perceptions of political party's beliefs (e.g., are we accurately able to guess what Republicans on average believe, or do we under/over estimate certain beliefs)","No",26,"Yes","N/A",3,"Female",3,"English",NA,"Dem",0,NA,"white","IN",NA,NA,14
3593,"default","the military is overfunded","list2","list2-R","liberal",0.27,6979,11,"R","military","C","R",NA,"default","The differences between Democrats and Republicans way of thinking.","No",50,"Yes","It was interesting.",2,"Female",3,"English",NA,"Rep",0.61,NA,"white","NJ",NA,NA,8
3594,"default","the military is overfunded","list2","list2-D","liberal",0.9,3910,16,"D","military","C","D",NA,"default",NA,"Yes",22,"Yes",NA,3,"Other",5,"English","Independent","Other",0,NA,"white","CO","Mild Southern Drawl",NA,13
3597,"default","the military is overfunded","list2","list2-R","liberal",0.19,6588,20,"R","military","C","R",NA,"default","Determining how native vs. non-native language speakers view U.S. political parties.","Yes",57,"Yes","Thank your for the sliding scale rating option.  Sometimes answers that are forced into only a few options don't feel accurate.",3,"Female",5,"English",NA,"Dem",0.33,NA,"white","GA","Southern American",NA,17
3599,"default","the military is overfunded","list2","list2-R","liberal",0.02,3296,12,"R","military","C","R",NA,"default","How people believe other political parties view certain topics.","No",21,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","NJ",NA,NA,9
3600,"default","the military is overfunded","list2","list2-D","liberal",0.38,5342,14,"D","military","C","D",NA,"default","Political leanings and stereotypes","Yes",52,"Yes",NA,3,"Male",5,"English",NA,"Dem",0.09,NA,"white","NC","Southern",NA,11
3601,"default","the military is overfunded","list2","list2-D","liberal",0.88,3518,19,"D","military","C","D",NA,"default","The general public's perceptions about the views of Democrats and Republicans","No",20,"Yes",NA,2,"Female",5,"English",NA,"Dem",0,NA,"white","PA",NA,NA,16
3602,"default","the military is overfunded","list2","list2-R","liberal",0,5952,5,"R","military","C","R",NA,"default","How we view the political beliefs of Republicans and Democrats.","Yes",41,"Yes","None",3,"Male",5,"English",NA,"Dem",0.13,NA,"white","GA","Northeastern U.S.",NA,2
3603,"default","the military is overfunded","list2","list2-D","liberal",0.99,11195,10,"D","military","C","D",NA,"default","IDK, perhaps if the stereotypes are common knowledge?","No",54,"Yes","I had a hard time admitting to the Republican stereotypes sometimes. :)",4,"Female",6,"English",NA,"Rep",0.78,NA,"white","FL","None",NA,7
3604,"default","the military is overfunded","list2","list2-R","liberal",0.05,8928,23,"R","military","C","R",NA,"default","How people view the general beliefs of each party","Yes",26,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.24,NA,"white","NJ","midwestern or southern",NA,20
3607,"default","the military is overfunded","list2","list2-R","liberal",0.06,6721,6,"R","military","C","R",NA,"default","To get an idea on how different parties view one another","No",24,"Yes",NA,3,"Female",0,"english",NA,"Dem",0.07,NA,"white","FL",NA,NA,3
3610,"default","the military is overfunded","list2","list2-D","liberal",0.73,5225,5,"D","military","C","D",NA,"default","My beliefs regarding democrat and republican views based on my own political views.","No",45,"Yes","I appreciate the opportunity in recognizing my own political biases based on my responses.",3,"Female",2,"English",NA,"Dem",0.36,NA,"white","WA",NA,NA,2
3613,"default","the military is overfunded","list2","list2-R","liberal",0,4339,11,"R","military","C","R",NA,"default","perceptions of the two major political parties in the US","No",25,"Yes",NA,3,"Female",4,"english",NA,"Dem",0,NA,NA,"IL",NA,NA,8
3592,"default","the minimum wage is too high","list2","list2-D","conservative",0.1,3391,14,"D","minimum_wage","C","D",NA,"default","Not sure","Yes",32,"Yes",NA,3,"Male",4,"English","Independent",NA,0.69,NA,"white","AR","Midwest",NA,11
3598,"default","the minimum wage is too high","list2","list2-D","conservative",0.08,3880,12,"D","minimum_wage","C","D",NA,"default","Political views","No",24,"Yes",NA,2,"Female",0,"English",NA,"Lib",0.31,NA,"white","CO",NA,NA,9
3614,"default","the minimum wage is too high","list2","list2-R","conservative",0.38,9467,21,"R","minimum_wage","C","R",NA,"default","Political views","No",30,"Yes","None",4,"Male",3,"English",NA,"Dem",0.3,NA,NA,"CA","N/a",NA,18
3586,"default","the minimum wage is too high","list2","list2-D","conservative",0.09,5075,20,"D","minimum_wage","C","D",NA,"default","To gauge people's opinion of how strongly Republicans and Democrats feel about certain issues.","No",44,"Yes","Thank you for an enjoyable survey.",2,"Male",3,"English",NA,"Lib",0.53,NA,"white","IN",NA,NA,17
3587,"default","the minimum wage is too high","list2","list2-D","conservative",0.21,5268,7,"D","minimum_wage","C","D",NA,"default","Don't know","Yes",32,"Yes","No comment",3,"Female",4,"English",NA,"Dem",0.1,NA,"white","WI","Minnesotan",NA,4
3589,"default","the minimum wage is too high","list2","list2-R","conservative",0.61,4264,6,"R","minimum_wage","C","R",NA,"default","How others perceive the believes of political parties","No",35,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.37,NA,"white","PA",NA,NA,3
3590,"default","the minimum wage is too high","list2","list2-D","conservative",0.01,3686,11,"D","minimum_wage","C","D",NA,"default","Not sure. Maybe assessing accuracy of perceptions of political party's beliefs (e.g., are we accurately able to guess what Republicans on average believe, or do we under/over estimate certain beliefs)","No",26,"Yes","N/A",3,"Female",3,"English",NA,"Dem",0,NA,"white","IN",NA,NA,8
3593,"default","the minimum wage is too high","list2","list2-R","conservative",0.32,6273,24,"R","minimum_wage","C","R",NA,"default","The differences between Democrats and Republicans way of thinking.","No",50,"Yes","It was interesting.",2,"Female",3,"English",NA,"Rep",0.61,NA,"white","NJ",NA,NA,21
3594,"default","the minimum wage is too high","list2","list2-D","conservative",0.24,3495,24,"D","minimum_wage","C","D",NA,"default",NA,"Yes",22,"Yes",NA,3,"Other",5,"English","Independent","Other",0,NA,"white","CO","Mild Southern Drawl",NA,21
3597,"default","the minimum wage is too high","list2","list2-R","conservative",0.33,6207,6,"R","minimum_wage","C","R",NA,"default","Determining how native vs. non-native language speakers view U.S. political parties.","Yes",57,"Yes","Thank your for the sliding scale rating option.  Sometimes answers that are forced into only a few options don't feel accurate.",3,"Female",5,"English",NA,"Dem",0.33,NA,"white","GA","Southern American",NA,3
3599,"default","the minimum wage is too high","list2","list2-R","conservative",0.58,3914,7,"R","minimum_wage","C","R",NA,"default","How people believe other political parties view certain topics.","No",21,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","NJ",NA,NA,4
3600,"default","the minimum wage is too high","list2","list2-D","conservative",0.22,4128,8,"D","minimum_wage","C","D",NA,"default","Political leanings and stereotypes","Yes",52,"Yes",NA,3,"Male",5,"English",NA,"Dem",0.09,NA,"white","NC","Southern",NA,5
